t,a_w,a_b,a_w_next,a_b_next,y,w_w,w_b,n_w,n_b,h_w,h_b,p_w_given_wparent,p_w_given_bparent,mobility_up_b_to_w,mobility_down_w_to_b
55,25.975563806038995,34.73481291735488,26.41837495103158,35.35491771278763,19.783667180257673,13.862093726071457,16.294555804170752,0.29442466589846594,0.7055753341015334,0.4428111449925875,0.620104795432755,0.8235640438655949,0.07356734646919681,0.07356734646919681,0.17643595613440513
56,26.41837495103158,35.35491771278763,26.861124452550587,35.97508415169396,20.129027925124667,14.103794611660303,16.57938316819238,0.2943731714448688,0.7056268285551306,0.44274950151900805,0.6201664389063345,0.8235504016848879,0.07355645396013767,0.07355645396013767,0.17644959831511192
57,26.861124452550587,35.97508415169396,27.3038140912654,36.595310453404494,20.47438134398127,14.345488643480492,16.86420665646672,0.29432316745172976,0.7056768325482696,0.44268963871481437,0.6202263017105283,0.8235371272384646,0.07354585937472168,0.07354585937472168,0.17646287276153533
58,27.3038140912654,36.595310453404494,27.74644556750475,37.21559491759049,20.819727661110914,14.587176031131973,17.149026388257926,0.2942745865508319,0.7057254134491674,0.44263147623935006,0.6202844641859925,0.823524205124564,0.07353555003076093,0.07353555003076093,0.17647579487543588
59,27.74644556750475,37.21559491759049,28.189020506143645,37.83593591937694,21.16506709020989,14.828856974303624,17.433842477214807,0.2942273654787143,0.705772634521285,0.4425749386388955,0.6203410017864471,0.8235116208057452,0.0735255139710732,0.0735255139710732,0.1764883791942549
60,28.189020506143645,37.83593591937694,28.631540461118714,38.45633190482721,21.51039983505538,15.070531663400896,17.718655031722392,0.2941814447640493,0.70581855523595,0.44251995497506835,0.6203959854502742,0.8234993605486975,0.07351573991189558,0.07351573991189558,0.17650063945130234
61,28.631540461118714,38.45633190482721,29.074006919605672,39.076781386765596,21.855726090121035,15.312200280123923,18.00346415522618,0.29413676844344283,0.7058632315565565,0.442466458486958,0.6204494819383846,0.8234874113690126,0.07350621719565859,0.07350621719565859,0.17651258863098732
62,29.074006919605672,39.076781386765596,29.516421305889118,39.69728294090749,22.201046041145307,15.553862998000975,18.288269946531823,0.29409328380266586,0.7059067161973335,0.44241438628344665,0.620501554141896,0.8234757609804441,0.0734969357476958,0.0734969357476958,0.17652423901955605
63,29.516421305889118,39.69728294090749,29.958784984951716,40.31783520227024,22.54635986565634,15.795519982881094,18.573072500082134,0.29405094114068364,0.7059490588593156,0.4423636790625967,0.6205522613627459,0.823464397748243,0.07348788603651236,0.07348788603651236,0.17653560225175702
64,29.958784984951716,40.31783520227024,30.401099265807066,40.93843686184023,22.891667733457897,16.037171393389812,18.857871906213738,0.2940096935541575,0.7059903064458417,0.4423142808553487,0.6206016595699938,0.8234533106461924,0.07347905903727572,0.07347905903727572,0.17654668935380746
